"PK_INVENTAR";"INVENTAR";"ANSCHAFFUNGSDATUM";"ANSCHAFFUNGSJAHR";"ABSCHREIBUNGSDAUER";"RESTBUCHWERT_2018";"CREATED_BY";"CREATED_AT";"MODIFIED_BY";"MODIFIED_AT";"PREIS_NETTO";"MWST";"FK_STEUERSATZ";"PREIS_BRUTTO";"COMM";"LIZENZNUMMER";"ANFORDERUNGSCODE";"FK_INVENTARTYP";"KFZ_KENNZEICHEN";"FAHRGESTELLNR";"BEMERKUNGEN";"BILD";"ABGANGSJAHR";"ABGANGSDATUM";"ABGANGSWERT";"FK_VERWENDUNGSZWECK";"GWG";"RESTBUCHWERT_2017";"ABGANGSGRUND";"MAC_ADRESSE";"SERIENNUMMER";"GERÄTENAME";"OK";"OK_BEMERKUNGEN";"RESTBUCHWERT_2019";"INV_BILD";"INVENTARTYP";"PK_IMP_BA_ELEKTRONIK";"BEZEICHNUNG";"GWG_YN";"BEL_OLD_ART";"BEL_OLD_FK_IMP_BA_BEL";"BEL_OLD_PK_IMP_BA_ALLG_BEL";"BEL_OLD_BEZEICHNUNG";"BEL_OLD_KENNZEICHEN";"BEL_OLD_DATUM";"BEL_OLD_DATUM_VERGEHEN";"BEL_OLD_FK_ARBEITSTAG";"BEL_OLD_FK_BUCHUNG";"BEL_OLD_BETRAG";"BEL_OLD_WÄHRUNG";"BEL_OLD_STEUERSATZ";"BEL_OLD_MWST_BETRAG";"BEL_OLD_NETTO";"BEL_OLD_ZAHLUNGSART";"BEL_OLD_BILD";"BEL_OLD_BILD1";"BEL_OLD_VERWENDUNGSZWECK";"BEL_OLD_FK_INVENTAR";"BEL_OLD_FK_PROJEKT";"BEL_OLD_WÄHRUNG_BETRAG";"BEL_OLD_FK_KATEGORIE";"BEL_OLD_KATEGORIE";"BEL_OLD_PROJEKT";"BEL_OLD_INVENTAR";"BEL_OLD_FK_BELEG_ABLAGE"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1694;107;"Fraport AG, Flughafen Frankfurt";"";"02.05.2018 20:57 03.05.2018 07:40";"";;;"22";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1695;108;"Fraport AG, Flughafen Frankfurt";"";"06.06.2018 20:56 07.06.2018 09:24";"";;;"22";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1696;109;"Schaumainkai 134, Frankfurt";"";"06.04.2018 16:51 09.04.2018 09:11";"";;;"1";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1697;110;"Parkschein, Privat-Parkplatz am See, Spitzingsee";"";"01.01.2017 ";"";;;"4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1698;111;"Bavaria Parkgaragen GmbH, Rosenkavalierplatz 14, 81925 MŸnchen";"";"05.03.2018 10:14 05.03.2018 10:59";"";;;"2,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1700;113;"Blombergbahn";"";"17.03.2018 14:33 17.03.2018 22:00";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1701;114;"Parkhaus Westend 1, Savingnystr. / Westendstr. 1, 60325 Frankfurt";"";"11.04.2018 08:08 11.04.2018 16:23";"";;;"13,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1702;115;"Kammergasse Ost, Freising";"";"24.03.2018 26.03.2018 08:19";"";;;"1";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1704;117;"PH Am Forum, Hanauer Parkhaus GmbH, 63450 Hanau";"";"19.03.2018 21:29 20.03.2018 07:20";"";;;"1";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1706;119;"Rom I72, Via Flamminia, Via Angelico, Rom, Italien";"";"27.05.2018 10:00 27.05.2018 11:10";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1707;120;"The Rilano Hotel Hamburg, Hein-Sass-Weg 40, 21129 Hamburg";"";"09.06.2018 04:46 ";"";;;"0";"";"";"";"";"";(BLOB);(BLOB);"geschäftlich";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1711;129;"Altschwabing";"";"30.07.2018 20:08 30.07.2018 21:44";"";;;"1,6";"";"";"";"";"";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1712;131;"Pollux GmbH, Skyline Plaza, Europa Allee 6, 60327 Frankfurt";"";"05.06.2018 09:31 05.06.2018 19:34";"";;;"27";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1713;132;"Otto-Lilienthal-Str. ";"";"03.09.2018 12:35 03.09.2018 13:35";"";;;"1";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1714;133;"Parkhaus Niddastra§e 107, 60329 Frankfurt, Parkhaus Untermainanlage";"";"26.03.2018 18:24 29.03.2018 07:07";"";;;"60";"";"2,64505E+14";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1716;136;"Parkhaus Niddastra§e 107, 60329 Frankfurt, Parkhaus Hauptbahnhof SŸd";"";"03.04.2018 06:52 03.04.2018 18:07";"";;;"24";"";"2,64505E+14";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1754;363;"Pollux GmbH & Co KG, OEZ München, Hanauer Strasse 80993 München";"";"12.11.2018 08:38 12.11.2018 17:43";"";;;"5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";"2018 / Ordner 1 / Seite 5"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1756;361;"Olympia Einkaufszentrum, Hanauer Str. 68, 80993 München";"";"16.11.2018 08:13 16.11.2018 18:12";"";;;"5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";"2018 / Ordner 1 / Seite 5"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1757;362;"Pollux GmbH & Co KG, OEZ München, Hanauer Strasse 80993 München";"";"15.11.2018 07:16 15.11.2018 19:22";"";;;"5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";"2018 / Ordner 1 / Seite 5"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1758;89;"Z4 Baggersand, LŸbeck";"";"13.05.2018 13:48 14.05.2018 13:54";"";;;"4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";2147;22;"IJDock 33, 1013 MM, Amsterdam";"";"13.01.2019 12.47 13.01.2019 21:21";"";;;"30";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";16;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1569;10;"Parkplatz Dorf";"";"10.02.2018 10:54 11.02.2018 10:54";"";408;;"2";"";"19";"";"";"Barzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 3"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1595;414;"Apcoa Parking, Parkgarage Hofbräukeller,81667 München";"";"31.12.2018 10:18 31.12.2018 13:12";"";;;"9";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 4"
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1627;31;"Flughafen Bremen Gmbh";"";"30.08.2018 12:58 30.08.2018 13:58";"";;;"4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";17;21;"";;"";"MRU-Projekt Bremen";"Renault Master - Weiß ";"2018 / Ordner 1 / Seite 5"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1596;415;"Grillparzer Str. 38, München";"";"31.12.2018 09:46 31.12.2018 09:58";"";;;"0,2";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 5"
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1759;222;"Rilano Hotel Hamburg, Hein-Sass-Weg 40, 21129 Hamburg";"";"22.10.2018 21:40 ";"";;;"0";"";"";"";"";"";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1760;223;"Faulenstra§e, Hamburg?";"";"22.10.2018 14:53 22.10.2018 15:53";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1761;224;"Flughafen Bremen Gmbh";"";"10.09.2018 08:52 10.09.2018 09:52";"";;;"4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";17;21;"";;"";"MRU-Projekt Bremen";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1762;225;"Nikolaistr. 2, MŸnchen";"";"30.07.2018 20:08 30.07.2018 21:44";"";;;"1,6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1763;226;"Kirchenstra§e, Belfortstra§e 3, MŸnchen";"";"05.03.2018 13:49 05.03.2018 15:49";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1764;227;"KVR MŸnchen, 80337 MŸnchen";"";"16.08.2017 06:38 16.08.2017 11:35";"";;;"10,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1765;228;"OberlŠnderstr. Nord, MŸnchen";"";"16.08.2017 13:48 16.08.2017 17:48";"";;;"4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1767;230;"Parking, US";"";"09.09.2017 11:11 09.09.2017 11:59";"";;512;"30";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1770;234;"Schlachte, Bremen";"";"12.09.2018 18:29 12.09.2018 19:14";"";;;"1,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";17;21;"";;"";"MRU-Projekt Bremen";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1771;235;"Flughafen Bremen Gmbh";"";"07.09.2018 07:57 07.09.2018 08:57";"";;;"4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";17;21;"";;"";"MRU-Projekt Bremen";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1773;237;"Parkplatz P52, Flughafen MŸnchen";"";"16.04.2017 10:15 16.04.2017 12:29";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1774;238;"Weserstr. 15, Frankfurt Hotel Ramada";"";"29.03.2018 07:20 29.03.2018 08:20";"";;;"1";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1775;239;"Pollux GmbH, Skyline Plaza, Europaallee 6, Frankfurt";"";"04.07.2018 17:12 04.07.2018 17:12";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1776;240;"Implerstr. 20, MŸnchen";"";"03.08.2017 08:08 04.08.2017 09:00";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1777;241;"OberlŠnderstr. Nord, MŸnchen";"";"27.04.2017 08:28 28.04.2017 09:00";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1778;243;"Tegernseer Landstra§e 28, MŸnchen";"";"14.02.2018 14.02.2018 23:00";"";;;"4,4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1780;245;"Implerstr. 20, MŸnchen";"";"10.08.2017 08:07 11.08.2017 09:00";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;;"";;"";"";"Audi A4";""
